iter	Logloss
213	0.3139367681
214	0.3137111902
215	0.3133583152
216	0.3132566248
217	0.3127723708
218	0.3120421331
219	0.3112241199
220	0.3112115409
221	0.3105339614
222	0.3100464667
223	0.3094493775
224	0.3088371816
225	0.3080178338
226	0.3072025187
227	0.3064696448
228	0.3058427509
229	0.3058111327
230	0.3051260563
231	0.3043732476
232	0.3042929159
233	0.3037940668
234	0.3033620805
235	0.3026794284
236	0.3021295344
237	0.3015155697
238	0.3010474048
239	0.3004754783
240	0.3001267247
241	0.2996427052
242	0.2991315549
243	0.2986857197
244	0.2982362692
245	0.2977875319
246	0.2973479806
247	0.2970721559
248	0.2966451696
249	0.2959700215
250	0.2955679715
251	0.2952195845
252	0.294760698
253	0.2943597207
254	0.2936521963
255	0.2931191055
256	0.2928550383
257	0.2923130283
258	0.2918702398
259	0.2917977325
260	0.2912451937
261	0.2908829709
262	0.2903638743
263	0.2901784164
264	0.2898603887
265	0.2891865091
266	0.2888802998
267	0.2884167093
268	0.2878558774
269	0.2874709895
270	0.2870516779
271	0.286939397
272	0.2865755062
273	0.2861277694
274	0.2855573414
275	0.2853606119
276	0.2851635092
277	0.2846504418
278	0.2843445841
279	0.2838666939
280	0.2833408192
281	0.2829267699
282	0.2822942394
283	0.2822662924
284	0.2819995889
285	0.2816864939
286	0.2811660168
287	0.2808282322
288	0.2804319933
289	0.2800728946
290	0.2796555205
291	0.2793136922
292	0.2787323748
293	0.2784221681
294	0.2779551408
295	0.2775543691
296	0.277015164
297	0.2765310648
298	0.2762527994
299	0.2757382106
300	0.2752208975
301	0.2748233199
302	0.2744641013
303	0.2740903446
304	0.2736945534
305	0.2733733942
306	0.2730478297
307	0.2726867095
308	0.2720904639
309	0.2715385165
310	0.2712724181
311	0.2709292693
312	0.2706709813
313	0.2705695781
314	0.2704022695
315	0.2700317965
316	0.2697170503
317	0.2693902854
318	0.2692734003
319	0.268786075
320	0.2686500499
321	0.2682864413
322	0.2681961944
323	0.2676901262
324	0.2670124308
325	0.2668511041
326	0.2665101203
327	0.2660559656
328	0.2656691336
329	0.2652398949
330	0.2650945472
331	0.264669581
332	0.2646324532
333	0.2643531783
334	0.2641660285
335	0.2637784287
336	0.2636928674
337	0.2636180355
338	0.2632979268
339	0.2628042551
340	0.2624737811
341	0.2621903634
342	0.2620471073
343	0.2616729227
344	0.2613222765
345	0.2608844444
346	0.2605875503
347	0.2603524866
348	0.260159487
349	0.2596681611
350	0.2595720776
351	0.2591866697
352	0.2588252627
353	0.258623198
354	0.2585288595
355	0.2582433697
356	0.2580337722
357	0.2577561331
358	0.2574575835
359	0.2570566972
360	0.2567744618
361	0.2564191212
362	0.2560980339
363	0.2558041603
364	0.2553562442
365	0.2550193993
366	0.2549150323
367	0.2545527089
368	0.2543099272
369	0.2540113432
370	0.2535522172
371	0.253189589
372	0.2528447326
373	0.2524344591
374	0.2521926324
375	0.2518017929
376	0.2514403684
377	0.2510505666
378	0.2507571091
379	0.2503420304
380	0.2502469457
381	0.2500063651
382	0.2496615303
383	0.2492910832
384	0.2489828297
385	0.2486770861
386	0.2484504469
387	0.2481858526
388	0.2480537467
389	0.2479895619
390	0.2478526571
391	0.2475409468
392	0.2472985765
393	0.2469326818
394	0.2466453657
395	0.2464757429
396	0.2462189061
397	0.245929549
398	0.24570412
399	0.2454421482
400	0.2452893334
401	0.2451938315
402	0.2449124094
403	0.2448463792
404	0.2445084642
405	0.2441760868
406	0.2440469006
407	0.2438551456
408	0.2434625439
409	0.2432320654
410	0.2429143445
411	0.2427699415
412	0.2424951001
413	0.2423574512
414	0.2423497378
415	0.2420001707
416	0.2417617013
417	0.2415863884
418	0.241332946
419	0.2410353218
420	0.2409052271
421	0.240762552
422	0.2400935569
423	0.2399351291
424	0.2395893923
425	0.2393236689
426	0.2391786973
427	0.2388631083
428	0.2384480223
429	0.2381394772
430	0.2378677704
431	0.2376842702
432	0.2373682862
433	0.237121
434	0.2368937649
435	0.2366833224
436	0.2366682864
437	0.2363528605
438	0.2362435106
439	0.2358840155
440	0.2356531836
441	0.2353189987
442	0.2351695011
443	0.2349044258
444	0.2346830471
445	0.2343939425
446	0.2341054821
447	0.2339802337
448	0.2337118734
449	0.2336685766
450	0.2334566658
451	0.2332155301
452	0.2329037505
453	0.2326766916
454	0.2326113428
455	0.2321895306
456	0.2318470904
457	0.2315532354
458	0.2312600034
459	0.2310290243
460	0.2305426314
461	0.2301505724
462	0.2299251632
463	0.2296937392
464	0.2294554003
465	0.2291665051
466	0.2289460444
467	0.2287543918
468	0.2285033533
469	0.2282267011
470	0.2279961679
471	0.2277439855
472	0.2275376875
473	0.227252323
474	0.2268895468
475	0.2266969012
476	0.2265552246
477	0.2262528426
478	0.2259575953
479	0.2256950804
480	0.2254907491
481	0.2251832401
482	0.2248804075
483	0.2246505097
484	0.2244864587
485	0.2242424121
486	0.2241602146
487	0.223891419
488	0.2236750989
489	0.2234380081
490	0.2232982121
491	0.2231233272
492	0.2228131011
493	0.2227265247
494	0.2224260288
495	0.222157644
496	0.2220336121
497	0.2217659756
498	0.2215918414
499	0.2213898143
500	0.2211036516
501	0.2208583629
502	0.2206928024
503	0.2204563715
504	0.2202524159
505	0.2199648644
506	0.2197694638
507	0.2195172659
508	0.2191505988
509	0.2190311481
510	0.218815092
511	0.2186861103
512	0.2184685438
513	0.2182926988
514	0.2182778882
515	0.2179939621
516	0.2175629672
517	0.2173757088
518	0.2171346285
519	0.2165906615
520	0.2163141687
521	0.2160973236
522	0.2160292012
523	0.2158217498
524	0.2157101013
525	0.2153830401
526	0.2152406169
527	0.2148553795
528	0.2146807384
529	0.2142727531
530	0.2140171423
531	0.2137223864
532	0.213483981
533	0.2132682504
534	0.2131325879
535	0.2128488288
536	0.2127139061
537	0.212600561
538	0.2124086903
539	0.2121085588
540	0.2119664303
541	0.2117222593
542	0.2117196437
543	0.2115140395
544	0.2115030301
545	0.2114847725
546	0.2113105343
547	0.2111560879
548	0.2109890181
549	0.210895949
550	0.2106236905
551	0.2103331052
552	0.2102008698
553	0.209890387
554	0.2097704978
555	0.2095467568
556	0.2093031628
557	0.2091224269
558	0.2090123635
559	0.2086744659
560	0.2083369586
561	0.2081848406
562	0.2079740363
563	0.2077048196
564	0.2075360921
565	0.2073520798
566	0.207117484
567	0.206887513
568	0.2066229275
569	0.206457228
570	0.2062312027
571	0.2060658561
572	0.2058591589
573	0.2057098522
574	0.2056209119
575	0.205397912
576	0.205267709
577	0.2050950777
578	0.2048104022
579	0.2046142464
580	0.2044465461
581	0.2043128029
582	0.2041730215
583	0.2039463047
584	0.2037856453
585	0.203502259
586	0.2034104032
587	0.2031453868
588	0.2030564347
589	0.2028009471
590	0.2025787237
591	0.2024610596
592	0.2022492102
593	0.2020900322
594	0.2019054262
595	0.2017642467
596	0.2015013387
597	0.2012690435
598	0.2011843576
599	0.2010637038
600	0.2007496454
601	0.2006139911
602	0.2005022432
603	0.2004541306
604	0.2004131202
605	0.2001504761
606	0.1998813522
607	0.1996469841
608	0.1994976823
609	0.1992229555
610	0.1992212964
611	0.1991152643
612	0.1987660878
613	0.1987057886
614	0.1985953648
615	0.1984161357
616	0.1982866031
617	0.1980705274
618	0.1979591134
619	0.1977578841
620	0.1976181423
621	0.197389281
622	0.1972815087
623	0.1971918831
624	0.1970924187
625	0.1970435883
626	0.196964379
627	0.1966498741
628	0.1963727278
629	0.1961377739
630	0.1959359224
631	0.1956967835
632	0.1955664019
633	0.1953178102
634	0.19511172
635	0.19488407
636	0.1948337656
637	0.1947401932
638	0.1945974657
639	0.1944373405
640	0.1942112403
641	0.1940852121
642	0.193844591
643	0.1936540381
644	0.1935826556
645	0.1933137894
646	0.1932719961
647	0.1930241646
648	0.1928211523
649	0.1927490623
650	0.1927327595
651	0.19258431
652	0.19242372
653	0.1921993309
654	0.1919320056
655	0.1918444985
656	0.1915281396
657	0.1913723231
658	0.1910783379
659	0.1909652367
660	0.1908437057
661	0.190682315
662	0.1905700466
663	0.190400235
664	0.1902164768
665	0.1900068989
666	0.1898279545
667	0.1896705001
668	0.1894980134
669	0.1892857987
670	0.1891538561
671	0.1889502517
672	0.1887833126
673	0.1886577067
674	0.1884152827
675	0.1882314594
676	0.188146918
677	0.1880481443
678	0.1877847657
679	0.1877499036
680	0.1877487683
681	0.1875641207
682	0.1874732984
683	0.1872830155
684	0.1871596626
685	0.1870229993
686	0.1868130542
687	0.1864248867
688	0.1862752515
689	0.1860090703
690	0.185905488
691	0.1856768229
692	0.1854167638
693	0.1852081165
694	0.1849623514
695	0.1847790428
696	0.1845984401
697	0.1844092113
698	0.1843059547
699	0.184130028
700	0.1840278878
701	0.1838828112
702	0.1837365184
703	0.18357462
704	0.1834505987
705	0.183340037
706	0.1831331982
707	0.1829630673
708	0.1827755887
709	0.1825646894
710	0.1824004783
711	0.1823470922
712	0.1822283518
713	0.1820516198
714	0.1818341513
715	0.1816275793
716	0.1815357266
717	0.1814019489
718	0.181260061
719	0.1810371718
720	0.1806881314
721	0.1805996264
722	0.1804460634
723	0.1803010178
724	0.1801913339
725	0.1800133145
726	0.1796640443
727	0.1795109005
728	0.1793619699
729	0.1791887186
730	0.1788209035
731	0.1786912887
732	0.1785626433
733	0.1784406882
734	0.1782621248
735	0.1780778447
736	0.1778848705
737	0.1777054988
738	0.177529407
739	0.1774332732
740	0.1772298096
741	0.177096474
742	0.1769027611
743	0.1767028992
744	0.1764916651
745	0.1764490131
746	0.1762591171
747	0.1760989531
748	0.1758493867
749	0.1756392184
750	0.1752975068
751	0.1752052643
752	0.1750613266
753	0.1749081758
754	0.174471698
755	0.1743343554
756	0.1743096226
757	0.1741357616
758	0.1740339913
759	0.1738838354
760	0.1738094298
761	0.1737032568
762	0.1734960309
763	0.1733750493
764	0.1732365762
765	0.1729964141
766	0.1727966119
767	0.1726408864
768	0.1724597831
769	0.1723482898
770	0.1722635526
771	0.1720754714
772	0.1719475016
773	0.1717867331
774	0.171608519
775	0.1714239669
776	0.1712814394
777	0.1711675947
778	0.1710546166
779	0.1709455495
780	0.1707125759
781	0.1706356662
782	0.170567406
783	0.1704028887
784	0.1702515588
785	0.1700925918
786	0.1698628794
787	0.1697381281
788	0.1695486686
789	0.1692520497
790	0.1691269437
791	0.1690412641
792	0.1688648243
793	0.168722217
794	0.168575319
795	0.1684368782
796	0.1683156263
797	0.1681368455
798	0.1679758488
799	0.1678670445
800	0.1676224744
801	0.1675160298
802	0.1674611557
803	0.1671760754
804	0.1670987711
805	0.1668826123
806	0.1667442508
807	0.1666027693
808	0.1664749345
809	0.1663241494
810	0.1662137009
811	0.1660781763
812	0.1659585094
813	0.165829463
814	0.1657980913
815	0.1656823386
816	0.1655740065
817	0.1654801483
818	0.1653771486
819	0.1652846936
820	0.1652262771
821	0.1650073988
822	0.1648884239
823	0.1647146843
824	0.1645635833
825	0.1644733175
826	0.1643222878
827	0.1642284523
828	0.1641347625
829	0.164130099
830	0.1639954182
831	0.1638394636
832	0.1637309093
833	0.1636741828
834	0.1635709692
835	0.1634294063
836	0.1633085627
837	0.1632441029
838	0.1631467691
839	0.162907465
840	0.1628376984
841	0.1627042534
842	0.162538846
843	0.1623990758
844	0.1622512165
845	0.1621597901
846	0.1619699323
847	0.1619465018
848	0.1617543387
849	0.1615281428
850	0.1614798733
851	0.1613945052
852	0.1612343416
853	0.1611373656
854	0.1609959998
855	0.1607920413
856	0.1606162756
857	0.1605237591
858	0.1604289938
859	0.1603723864
860	0.1603306997
861	0.1602051971
862	0.1601721414
863	0.1601350972
864	0.1600776849
865	0.1599165766
866	0.1597851226
867	0.1596492551
868	0.1596086857
869	0.1594461173
870	0.1593491422
871	0.1591475842
872	0.1590793907
873	0.1589345864
874	0.1588858311
875	0.1587270794
876	0.1585616702
877	0.1584127802
878	0.1583673986
879	0.1581808902
880	0.1580787511
881	0.1580078648
882	0.1578059257
883	0.157665907
884	0.1576080431
885	0.1574758777
886	0.1573297288
887	0.1572393994
888	0.15721155
889	0.157131872
890	0.1570908521
891	0.1570052397
892	0.1569193878
893	0.1567957057
894	0.1566776741
895	0.156535997
896	0.1564438643
897	0.1563786684
898	0.1562965122
899	0.1561205506
900	0.1560115412
901	0.1558330955
902	0.1557760526
903	0.1556670441
904	0.15553486
905	0.1554566065
906	0.1554091677
907	0.1553735611
908	0.1553069512
909	0.1551936004
910	0.1550780421
911	0.1549733768
912	0.1547176547
913	0.1545171421
914	0.1544177947
915	0.1542933244
